BALANCE,FEE,SMS_COUNT,FLOW_DATA,CALL_DURATION,DEVELOP_TYPE,LAST_DEPOSIT_FEE,age,deposit_interval_day,class
0,0,0,0,0,1,30,26,164,1
87.3,19,1,0,0,1,100,26,43,0
29.81,52,0,2503.55,21,1,30,22,6,0
55.5,19,0,0,0,1,50,20,37,0
25.8,55.5,27,11465.28,98,1,30,23,13,0
0,0,0,0,0,2,20,20,203,1
0,0,0,0,0,2,50,28,239,1
0,0,0,0,0,1,8.3,44,161,1
37.4,57,0,53916.77,4,1,100,23,49,0
22.7,64.7,4,27949.71,115,1,50,23,25,0
39.95,38.6,10,41309.86,5,1,50,22,14,0
44.2,46.5,0,1071.46,134,1,50,31,13,0
6.24,62.2,0,63350.88,1,1,10,21,13,0
53.93,39.1,0,2587.71,0,1,100,24,57,0
177,57.4,0,14687.59,21,1,100,24,76,0
196.83,29.9,0,1423.38,0,1,300,29,157,0
72.03,43.6,3,2255.83,145,1,30,25,-1,0
41.03,0,0,0,0,1,30,26,-1,0
0,0,0,0,0,1,50,30,481,1
0,0,0,0,0,2,20,28,231,1
38.57,48.1,1,15973.45,107,1,50,25,15,0
17.57,16.3,8,5041.87,87,1,50,25,79,0
0,0,0,0,0,1,20,19,203,1
29.87,79.7,22,48496.19,249,1,20,20,0,0
0,0,0,0,0,2,50,26,211,1
0,0,0,0,0,1,30,26,170,1
23.61,55.9,2,7898.9,281,1,50,30,40,0
46.03,53.2,2,33688.92,80,1,30,22,1,0
0,0,0,0,0,2,50,20,219,1
49.27,64,3,26395.51,107,1,100,20,36,0
20.93,19,0,0,2,1,50,25,40,0
2.72,40.68,0,9288.38,24,1,3,19,41,1
3.16,21.6,1,7.21,13,1,10,24,10,0
81.51,52.4,2,41779.24,5,1,100,27,19,0
33.19,84.2,0,22001.49,186,1,50,29,16,0
35.21,42.1,0,2216.23,28,1,30,19,2,0
52.2,97.6,11,13206.49,597,1,300,22,103,0
69.37,78.6,11,5605.07,276,1,50,27,4,0
105.53,47.6,0,11913.03,117,1,50,24,6,0
0,0,0,0,0,2,20,33,224,1
0,0,0,0,0,1,30,22,189,1
120.17,47.2,0,20900.12,49,1,50,18,6,0
0,0,0,0,0,1,50,20,211,1
45.8,39.7,0,14088.7,12,1,50,26,13,0
0,0,0,0,0,1,10,23,185,1
43.53,54.9,15,15205.78,55,1,30,22,4,0
5.62,35.3,0,1512.7,35,1,30,45,30,0
34.47,71.3,2,41950.81,257,1,30,24,10,0
434.72,46.3,27,5741.31,48,1,60,37,161,0
66.67,56.4,0,22550.07,65,1,100,23,28,0
0,0,0,0,0,1,100,30,475,1
31,36.6,0,25013.58,2,1,30,20,11,0
90.5,44.5,0,4059.68,3,1,100,39,18,0
34.41,52.8,2,22498.16,34,1,20,18,1,0
24.54,38.4,0,24051.26,5,1,20,24,1,0
32.27,52,0,31127.41,9,1,30,27,18,0
0,0,0,0,0,1,30,25,211,1
0,0,0,0,0,2,1,27,210,1
43.8,61.6,10,27757.18,188,1,100,27,43,0
6.24,21.3,0,2549.88,0,1,30,34,41,0
37,52,0,27146.19,25,1,50,21,21,0
30,49.1,0,18792.96,0,1,30,26,6,0
0,0,0,0,0,1,20,24,158,1
0,0,0,0,0,1,30,26,166,1
0,0,0,0,0,1,10,20,195,1
122.05,56.5,0,2911.97,376,1,100,45,11,0
33.47,70.7,45,16422.94,456,1,30,24,6,0
0,0,0,0,0,2,30,23,198,1
0,0,0,0,0,2,50,20,242,1
0,0,0,0,0,1,30,24,204,1
39.83,47.5,0,33258.66,6,1,30,20,0,0
0,0,0,0,0,1,30,27,167,1
116.1,63.6,0,33150.71,62,1,100,31,6,0
76.73,52.3,0,17009.71,44,1,100,22,20,0
0,0,0,0,0,1,30,20,200,1
182.94,64.7,1,11676.07,329,1,100,30,11,0
40.93,24.3,0,4517.27,0,1,30,31,3,0
48.03,61.8,2,6183.04,156,1,50,29,7,0
13.63,87.8,1,56526.34,493,1,50,22,16,0
0,0,0,0,0,1,50,18,235,1
31.27,45.9,1,1447.02,276,1,30,38,57,0
0,0,0,0,0,1,30,20,183,1
0,0,0,0,0,1,50,19,201,1
32.14,44.7,8,18870.02,12,1,100,22,36,0
12.13,19.3,0,1.26,0,1,100,29,133,0
64.45,113.8,0,49221.62,4,1,50,27,13,0
13.33,97.4,0,14076.25,496,1,30,19,30,0
81.97,51,19,9363.07,24,1,100,18,18,0
13.31,71.1,1,24860.32,313,1,10,18,6,0
66.2,47.7,0,6544.74,17,1,50,30,3,0
36.63,56.4,1,7901.84,188,1,100,27,38,0
21.57,25.1,0,2123.42,0,1,20,31,12,0
18.68,45.6,0,13837.67,27,1,13,18,13,0
0,0,0,0,0,2,100,42,426,1
0,0,0,0,0,2,10,35,199,1
0,0,0,0,0,1,100,48,240,1
0,0,0,0,0,2,1,24,214,1
0,0,0,0,0,1,100,28,492,1
0,0,0,0,0,1,30,30,169,1
30.32,43.8,1,3321.18,50,1,20,33,8,0
34.95,5,0,0,0,1,30,26,8,0
0,0,0,0,0,1,100,26,305,1
0,0,0,0,0,1,30,29,202,1
21.9,40.5,0,12582.1,206,1,20,33,10,0
0,0,0,0,0,2,50,19,228,1
6.62,20,0,9.2,0,1,30,39,35,0
0,0,0,0,0,1,50,37,241,1
0,0,0,0,0,2,10.33,22,74,1
66.67,43.4,4,5216.65,39,1,100,28,37,0
19.24,48.2,0,33557.79,45,1,10,24,0,0
88.12,45.4,0,7377.78,1,1,50,34,42,0
0,0,0,0,0,2,10,27,201,1
0,0,0,0,0,2,30,23,243,1
37.01,45,0,28767.79,16,1,30,23,25,0
26.66,19,0,1752.95,2,1,30,22,56,0
0,34.8,0,28890.94,9,1,20,22,49,1
0,0,0,0,0,2,30,22,240,1
86.66,35.6,0,2962.5,1,1,200,29,157,0
165.31,47.1,0,3021.74,2,1,20,28,13,0
55.12,45.8,0,40368.76,4,1,50,21,5,0
0,0,0,0,0,2,100,29,466,1
0,0,0,0,0,1,50,28,218,1
38.72,15,0,18420.13,10,1,300,29,137,0
27.62,75.3,0,16772.67,253,1,30,21,25,0
58.41,22.3,3,549.1,3,1,50,25,9,0
26.61,19,1,0,0,1,10,26,23,0
40.52,56.1,0,16140.89,0,1,50,22,12,0
128.54,27.5,1,5710.13,6,1,10,23,86,0
25.2,86.2,0,16023.17,175,1,30,19,11,0
0.38,22.13,19,3274.34,23,1,1,19,53,1
0,0,0,0,0,2,20,31,227,1
0,0,0,0,0,1,30,39,214,1
0,0,0,0,0,2,30,24,226,1
46.51,42.1,0,18733.92,52,1,30,20,0,0
9.64,20.9,0,2.9,0,1,50,27,70,0
37.15,53.6,88,7959.11,163,1,50,22,16,0
28.11,23.1,0,202.72,4,1,30,21,4,0
0.69,4.07,0,0,1,2,4,31,60,1
70.29,47.3,0,8003.26,10,1,100,27,58,0
22.92,57.7,0,3600.97,197,1,30,19,10,0
0,0,0,0,0,2,50,23,254,1
63.24,62,0,33204.98,131,1,50,18,7,0
17.72,26.9,0,10826.4,0,1,30,28,25,0
94.75,48.2,0,503.63,17,1,100,26,15,0
70.42,37.2,0,864.45,94,1,100,24,26,0
0,0,0,0,0,1,50,25,225,1
126.95,36.2,11,2801.98,264,1,20,32,162,0
32.17,27,0,886.89,2,1,30,34,8,0
17.23,61.9,0,12933.77,149,1,10,18,3,0
47.06,6.79,0,0,0,1,100,34,166,1
58.14,68.2,0,55892.89,119,1,50,22,8,0
36.04,46.9,0,35873.02,3,1,30,25,15,0
61.95,55.4,0,20740.18,17,1,50,26,3,0
69.99,45.3,4,8589.47,82,1,50,24,1,0
26.91,75.32,4,4458.66,20,1,100,50,38,0
0,0,0,0,0,2,10,20,222,1
23.67,64,0,7058.65,251,1,10,19,0,0
15.14,62.3,0,24764.33,125,1,30,22,18,0
28.61,25.9,0,1420.08,15,1,20,19,0,0
39.15,76.6,0,31961.27,158,1,10,19,1,0
59.54,58.4,0,35873.11,160,1,50,19,8,0
54.27,33.3,0,9640.16,0,1,50,26,162,0
28.34,51.1,0,39822.44,22,1,25,22,4,0
0,0,0,0,0,2,50,38,232,1
62.45,60.2,5,28808.69,245,1,50,26,5,0
0,0,0,0,0,1,20,34,191,1
647.07,47.6,2,29947.49,13,1,750,25,104,0
0,0,0,0,0,2,100,31,486,1
0,0,0,0,0,2,30,30,233,1
0,0,0,0,0,2,50,37,253,1
8.26,0,0,0,0,1,30,35,18,0
64.99,51,0,16075.33,55,1,30,22,6,0
0,0,0,0,0,2,20,20,221,1
69.65,94,0,62399.23,2,1,10,28,12,0
0,0,0,0,0,1,2,27,213,1
31.64,0,0,0,0,1,20,27,7,0
0,0,0,0,0,2,10,18,199,1
38.37,36.2,0,550.66,31,1,50,28,41,0
39.11,44.8,0,30741.48,13,1,50,43,13,0
25.16,46.1,0,6280.94,77,1,50,31,159,0
36.85,51.7,56,32391.06,15,1,20,21,2,0
60.97,41.1,0,4070.86,10,1,100,34,42,0
18.05,37.9,0,5238.44,14,1,30,18,16,0
58.06,33.5,0,1869.29,7,1,100,22,36,0
37.35,28.1,0,10389.93,7,1,50,32,30,0
0,0,0,0,0,1,30,48,195,1
0,0,0,0,0,2,30,18,206,1
0,0,0,0,0,1,100,24,488,1
44.26,43,7,4489.47,607,1,50,29,49,0
64.36,87.7,9,75042.17,120,1,50,23,3,0
0,0,0,0,0,1,50,30,220,1
0,0,0,0,0,2,100,21,475,1
444.57,83.3,1,16764.13,62,1,500,69,105,0
69.46,64.9,1,16334,218,1,100,21,30,0
11.87,30.9,2,234.56,223,1,50,32,51,0
116.27,54.5,26,20628.55,308,1,100,25,1,0
0,20.3,0,496.86,4,1,3.8,27,42,1
60.17,20.9,0,549.23,0,1,50,20,28,0
6.02,41.2,0,11511.01,1,1,30,30,24,0
25.83,38.6,0,11653.41,2,1,20,29,3,0
29.27,45.2,3,9409.6,60,1,30,20,10,0
23.55,40.3,1,4636.65,28,1,20,20,9,0
0,0,0,0,0,2,30,18,223,1
0,0,0,0,0,1,30,31,192,1
25.17,125.3,3,57357.69,58,1,30,18,8,0
25.79,45.2,0,15682.45,3,1,50,22,25,0
0,0,0,0,0,1,50,28,227,1
0,0,0,0,0,2,50,26,247,1
45.04,44.5,0,3636.36,13,1,100,35,34,0
61.39,53.1,0,2345.12,24,1,50,49,15,0
26.7,52.3,0,21479.31,49,1,30,19,14,0
0,0,0,0,0,2,100,20,253,1
0,0,0,0,0,2,50,22,262,1
0,0,0,0,0,2,20,22,218,1
0,0,0,0,0,1,30,18,208,1
127.88,44.4,4,4439.98,370,1,20,36,19,0
60.61,43,0,1589.58,0,1,50,27,11,0
0,44,0,0,0,1,37,41,38,1
27.4,48.9,4,17411.66,43,1,20,18,3,0
0,0,0,0,0,2,100,30,472,1
0,0,0,0,0,1,100,34,466,1
0,0,0,0,0,2,30,27,228,1
61.71,44.5,24,12193.77,129,1,100,32,92,0
45.2,142,1,15796.33,529,1,50,48,9,0
0,0,0,0,0,2,30,31,210,1
21.21,48.3,0,19927.57,50,1,30,28,12,0
0,0,0,0,0,2,10,21,225,1
24.51,52,0,8194.01,144,1,30,28,8,0
42.73,39,0,270.26,0,1,30,19,6,0
51.85,49.9,0,9405.55,112,1,300,29,155,0
30.51,60.1,15,6257.4,325,1,20,19,5,0
39.73,61.3,0,16196.52,24,1,30,19,10,0
7.06,0,0,0,0,2,30,25,97,1
24.24,49.3,0,28945.91,30,1,50,24,21,0
0,0,0,0,0,1,50,25,207,1
0,0,0,0,0,2,10,24,223,1
46.23,47,0,14260.45,120,1,100,21,39,0
35.4,70.1,0,701.65,349,1,50,36,14,0
12.54,49.5,6,25161.41,59,1,10,20,5,0
18.54,45.1,0,15175.24,10,1,20,20,8,0
0,7.47,0,0,0,2,14.44,30,55,1
27.35,35.2,0,2729.43,61,1,20,52,11,0
0,0,0,0,0,2,20,27,208,1
23.9,36.3,1,3383.39,9,1,19,21,30,0
13.94,25.5,0,3856.9,0,1,100,30,134,0
41.74,46.1,0,34363.91,29,1,100,20,49,0
43.54,59,0,47185.41,11,1,30,23,7,0
58.44,54,3,21506.46,241,1,50,21,11,0
27.78,47.1,0,6851.55,0,1,50,35,26,0
119.58,54.6,0,28140.61,0,1,100,34,17,0
9.36,48.6,0,2499.9,58,1,20,40,19,0
38.87,32.6,2,5694.13,26,1,50,34,19,0
0,0,0,0,0,1,10,32,162,1
0,0,0,0,0,1,1,18,183,1
42.05,0,0,0,0,2,10,24,117,1
90.85,29.8,0,1430.05,11,1,300,24,160,0
0,0,0,0,0,1,10,21,160,1
0,0,0,0,0,1,10,20,156,1
0,0,0,0,0,1,30,20,206,1
0,0,0,0,0,1,50,20,260,1
37.57,47.4,0,28026.06,24,1,30,23,6,0
0,0,0,0,0,1,100,22,427,1
24.54,55.5,1,11875.5,30,1,30,26,14,0
41.1,44.6,1,35495.55,44,1,30,27,0,0
23.88,35.8,0,5422.05,3,1,30,32,13,0
36.88,40.9,0,4167.8,0,1,30,24,2,0
62.87,0,0,0,0,1,50,33,0,0
0,0,0,0,0,1,50,41,196,1
0,0,0,0,0,1,100,24,478,1
0,0,0,0,0,2,50,41,218,1
0,0,0,0,0,1,10,48,187,1
111.28,52.3,0,11954.04,69,1,100,19,2,0
36.97,51.8,0,10319.16,52,1,100,18,39,0
0,0,0,0,0,2,30,22,246,1
0,0,0,0,0,1,30,30,240,1
0,0,0,0,0,1,10,19,187,1
18.28,40.1,0,28051.5,1,1,50,20,36,0
66.01,99,3,50960.62,184,1,50,22,4,0
0,0,0,0,0,1,30,22,211,1
27.59,49.4,12,6907.02,60,1,30,28,18,0
15.44,50.7,0,19160.35,0,1,30,34,16,0
210.13,48.9,0,3050.28,141,1,100,29,62,0
41.93,86.5,16,22195,102,1,30,18,4,0
0,0,0,0,0,2,30,20,204,1
24.54,117.4,186,39796.67,491,1,10,19,3,0
20.64,48.1,0,25005.84,42,1,30,20,19,0
21.66,41.6,0,10357.15,0,1,30,27,15,0
61.72,27.8,1,9632.11,82,1,50,19,10,0
24.79,28.4,2,969.95,1,1,20,28,1,0
205.39,45.1,8,6559.29,15,1,300,26,159,0
22.75,31,0,10529.49,0,1,50,22,74,0
0,0,0,0,0,1,30,20,186,1
85.49,25.8,0,1597.19,21,1,30,21,12,0
20.3,42.7,1,3734.59,0,1,10,23,3,0
0,0,0,0,0,1,100,22,252,1
110.4,27.4,3,656.13,16,1,160,32,101,0
0,0,0,0,0,2,100,27,263,1
28.7,47.1,6,18457.8,129,1,30,39,13,0
0,0,0,0,0,2,10,20,236,1
15.61,35.8,2,1021.19,18,1,30,27,22,0
16.62,45.4,0,6561.86,6,1,30,24,10,0
0,0,0,0,0,2,100,20,288,1
0,0,0,0,0,1,10,24,158,1
0,0,0,0,0,2,20,28,276,1
12.6,24.2,0,15414.08,0,1,100,27,116,0
14.8,35,0,486.86,0,1,100,25,106,0
0,0,0,0,0,1,30,33,230,1
0,0,0,0,0,2,30,19,231,1
74.24,67.7,1,15973.04,421,1,100,44,50,0
0,0,0,0,0,2,100,19,446,1
0,0,0,0,0,2,50,23,227,1
14.63,50.8,0,17830.78,43,1,2,22,-1,0
118.24,43.2,18,25949.03,96,1,100,21,4,0
23.82,61.2,3,8674.4,166,1,30,32,38,0
0,0,0,0,0,1,50,45,210,1
0,0,0,0,0,2,30,21,226,1
0,0,0,0,0,1,50,24,170,1
26.64,30.3,0,1147.5,68,1,50,24,27,0
75.53,108.3,7,49741.46,273,1,50,20,0,0
0,0,0,0,0,2,30,30,222,1
48.17,57.9,0,19366.77,40,1,20,27,2,0
2.44,47.6,0,15329.2,1,1,20,29,37,1
9.94,25.6,0,2579.73,104,1,20,37,14,0
79.36,27.9,0,1026.51,31,1,100,28,31,0
0,0,0,0,0,1,10,24,191,1
27.94,74.7,0,40161.48,239,1,30,19,9,0
0,0,0,0,0,1,30,23,222,1
27.57,46.8,7,5752.48,87,1,10,29,7,0
0.4,0,0,0,0,2,20,27,76,1
37.79,22.9,0,13113.01,30,1,30,26,6,0
17.24,19.2,0,1809.62,0,1,30,33,24,0
0,0,0,0,0,2,30,24,238,1
33.14,49.2,0,39535.7,0,1,30,20,5,0
63.11,131.4,2,65461.18,54,1,30,29,4,0
31.78,47.5,0,30320.83,156,1,100,20,46,0
0,0,0,0,0,1,100,30,457,1
0,0,0,0,0,2,30,18,245,1
40.8,26.5,0,2869.92,76,1,50,30,14,0
63.39,44.68,5,13515.21,103,1,50,50,11,0
348.7,46.9,0,5309.58,31,1,300,25,101,0
40.18,50.2,2,2798.29,85,1,30,24,9,0
0,0,0,0,0,2,20,20,246,1
0,0,0,0,0,1,30,48,168,1
28.56,77,0,58065.2,8,1,30,26,11,0
58.41,42.7,0,5857.54,1,1,100,35,38,0
44.37,54.3,0,23073.75,2,1,30,25,10,0
29.69,53.5,2,2754.45,181,1,10,23,1,0
120.71,43.5,0,10641.53,44,1,100,58,0,0
0,0,0,0,0,2,30,27,231,1
0,0,0,0,0,1,10,18,171,1
53.02,49.2,9,8691.08,82,1,30,21,2,0
35.4,50,0,33399.89,254,1,30,20,5,0
44.58,35.4,0,4306.5,3,1,30,22,0,0
23.36,42,8,11484.95,14,1,30,25,12,0
0,0,0,0,0,2,50,27,417,1
20.17,44.4,1,1930.5,48,1,100,27,60,0
37.6,44.8,0,7986.53,11,1,30,23,12,0
0,0,0,0,0,1,20,20,184,1
30.7,55.4,1,28687.72,35,1,30,19,11,0
10.41,23.3,7,1059.45,135,1,20,31,23,0
0,0,0,0,0,1,30,21,188,1
9.38,30.4,0,3571.97,6,1,50,38,54,0
0,0,0,0,0,1,30,18,198,1
0,0,0,0,0,1,5,21,170,1
40.98,50.4,2,39772.06,38,1,30,22,0,0
56.09,44.5,0,8774.75,16,1,50,29,9,0
0,0,0,0,0,2,100,34,470,1
130.88,40.3,0,8343.8,0,1,300,21,259,0
0,0,0,0,0,1,50,19,194,1
0,0,0,0,0,1,10,25,180,1
45.81,52.5,0,4972.5,121,1,50,25,20,0
34.58,49.7,5,6000.54,34,1,30,29,10,0
63.62,20.5,0,58.07,0,1,50,23,5,0
20.88,58.8,1,27828.08,191,1,10,18,2,0
0,0,0,0,0,2,50,24,251,1
21.3,39.5,1,13812.79,43,1,20,31,12,0
0,0,0,0,0,1,30,51,183,1
28.5,47.7,1,2235.64,21,1,20,32,10,0
0,0,0,0,0,1,2,36,246,1
2.32,26.6,0,738.68,0,1,30,34,47,0
54.41,66.8,11,8790.5,347,1,30,38,2,0
112.03,45.5,3,18009.64,93,1,100,29,8,0
0,0,0,0,0,2,30,25,223,1
7.12,20,0,18.39,1,1,100,28,101,0
48.83,62.4,27,31715.59,13,1,50,21,10,0
0,0,0,0,0,2,30,22,197,1
39.42,44.7,2,15252.91,1,1,30,20,6,0
34.22,43.4,0,24694.03,3,1,100,23,67,0
28.32,83.2,7,41030.96,269,1,30,55,10,0
52.82,95.7,0,57798.61,47,1,30,18,5,0
76.52,80.2,0,16697.65,132,1,100,19,14,0
2.87,29.3,1,2292.35,2,1,50,18,61,0
25.3,55.1,119,14317.94,211,1,20,25,8,0
24.19,66.9,10,7210.65,335,2,50,28,11,0
0,0,0,0,0,1,50,23,186,1
27.57,66.4,0,30451.7,202,1,20,18,2,0
47.95,215.2,0,118193.07,411,1,30,27,5,0
30.23,76,1,71090.7,21,1,1,25,3,0
0,0,0,0,0,2,100,29,316,1
0,0,0,0,0,2,30,28,215,1
79.73,28.4,0,2260.32,0,1,100,28,33,0
141.66,58.3,0,23803.63,101,1,100,24,1,0
95.19,42.8,0,21047.2,92,1,100,18,8,0
11.17,8.15,0,0,0,1,1,29,54,1
0,0,0,0,0,1,30,26,222,1
14.2,40.5,2,27073.33,71,1,5,19,30,0
22.43,31,12,2395.99,19,1,30,20,35,0
46.13,72.1,7,14459.08,191,1,50,21,9,0
7.91,2.04,0,0,1,2,30,25,93,1
30.74,39.7,9,21248.67,141,1,30,23,35,0
0,0,0,0,0,1,100,28,466,1
0,0,0,0,0,1,30,22,210,1
20.59,46.2,0,3930.17,4,1,100,40,57,0
20.57,54.7,1,33227.58,123,1,10,18,1,0
110.54,45,1,8038.75,17,1,100,25,26,0
107.55,33.1,2,2326.13,212,1,100,39,81,0
0,0,0,0,0,2,50,39,246,1
0,0,0,0,0,1,50,30,219,1
14.83,19,0,0,0,1,20,18,9,0
60.8,38.4,0,5604.63,1,1,100,26,45,0
86.15,67,1,20798.86,265,1,100,18,28,0
20.3,52.5,0,6422.47,103,1,100,32,25,0
0,0,0,0,0,2,30,24,246,1
76.95,68,1,26498.63,179,1,100,25,22,0
8.36,49,0,5799.13,65,1,30,30,22,0
29.9,19,0,0,0,1,30,40,8,0
29.06,51.4,6,20948.64,4,1,20,28,7,0
0,0,0,0,0,2,10,22,193,1
0,0,0,0,0,2,50,23,247,1
0,0,0,0,0,2,30,46,210,1
38.76,49.4,3,49523.31,51,1,30,19,4,0
142.96,46.7,0,16035.26,193,1,20,28,18,0
0,0,0,0,0,1,100,25,462,1
94.19,30.7,0,7748.2,0,1,100,27,17,0
0,0,0,0,0,2,10,27,193,1
24.69,52.1,0,21791.32,0,1,30,29,13,0
0,0,0,0,0,1,50,25,247,1
0,0,0,0,0,2,30,23,213,1
38.21,46.3,1,23443.82,47,1,50,21,17,0
53.17,79.2,0,31983.04,193,1,50,21,10,0
0,0,0,0,0,1,50,30,236,1
0,0,0,0,0,2,50,34,231,1
0,0,0,0,0,2,100,42,435,1
0,0,0,0,0,1,30,23,204,1
0,0,0,0,0,2,30,21,246,1
0,0,0,0,0,2,30,51,341,1
0,0,0,0,0,2,50,53,250,1
0,0,0,0,0,2,10,32,215,1
0,0,0,0,0,2,10,23,210,1
53.22,37.4,5,7390.19,47,1,50,24,10,0
0,0,0,0,0,2,20,22,240,1
25.71,42,0,6275.01,792,1,20,19,3,0
0,0,0,0,0,1,10,25,171,1
0,0,0,0,0,1,30,21,202,1
0,0,0,0,0,1,5,21,169,1
0,0,0,0,0,2,20,21,251,1
0,0,0,0,0,2,20,31,211,1
115.02,47.9,0,17160.62,2331,1,100,19,6,0
441.8,76.1,6,9471.06,69,1,50,24,70,0
34.52,46,0,5726.71,220,1,50,30,21,0
0,0,0,0,0,2,20,19,217,1
132.65,45.3,0,11009.05,0,1,100,22,2,0
0,0,0,0,0,1,30,37,202,1
0,0,0,0,0,2,50,18,225,1
0,0,0,0,0,2,30,24,230,1
74.01,0,1,4240.22,16,1,100,20,98,0
114.15,46.6,0,5956.23,64,1,100,21,4,0
48.14,71.7,15,6170.54,452,1,30,31,0,0
0,0,0,0,0,1,30,26,207,1
7.7,33.5,0,16227.97,2,1,8,18,21,0
0,0,0,0,0,1,30,43,188,1
0,0,0,0,0,2,50,29,297,1
0,0,0,0,0,1,30,23,198,1
2.54,40.8,0,19352.59,1,1,20,21,25,0
38.3,0,0,0,11,1,50,26,14,0
57.02,49.9,0,24767.82,1,1,30,23,7,0
0,0,0,0,0,1,20,32,202,1
47.82,19,0,0,4,1,50,19,25,0
0,0,0,0,0,1,200,31,218,1
0,0,0,0,0,2,30,21,212,1
0,0,0,0,2,1,20,28,216,1
0,0,0,0,0,1,50,25,341,1
41.86,70.8,394,3277.37,279,1,20,18,1,0
61.24,111.4,0,54451.92,194,1,100,35,16,0
0,0,0,0,0,1,20,21,203,1
93.24,35.4,0,597.3,301,1,100,26,15,0
26.04,45.1,0,19416.56,0,1,30,42,14,0
0,0,0,0,1,1,20,31,159,1
37.7,85.9,1,22224.19,451,1,30,49,8,0
14.98,42,0,16654.3,0,1,50,22,13,0
0,0,0,0,0,2,50,20,227,1
29.65,48.6,0,6347.1,35,1,30,25,10,0
0,0,0,0,0,1,50,27,414,1
0,0,0,0,0,1,100,26,214,1
0,0,0,0,0,1,100,26,449,1
33.84,55.8,0,31702.17,20,1,300,28,163,0
0,0,0,0,0,1,30,25,195,1
0.79,0,0,0,0,1,10,18,27,1
25.94,60.3,6,27250.25,227,1,50,25,23,0
26.86,46.8,2,16942.49,61,1,50,34,22,0
16.35,37.3,0,8937.84,0,1,100,36,75,0
23.61,49.7,1,12951.63,46,1,200,24,160,0
0,0,0,0,0,2,20,31,240,1
0,0,0,0,0,1,100,27,224,1
0,0,0,0,0,1,100,31,256,1
63.06,30.8,0,3667.23,0,1,100,28,38,0
62.37,21.9,0,1578.32,0,1,50,19,1,0
30.06,31.4,0,228.38,5,1,30,22,11,0
62.01,46,0,5700.84,121,1,50,21,98,0
0,0,0,0,0,2,30,18,216,1
24.95,24.2,0,1185.83,10,1,30,18,8,0
43.09,73.1,9,4405.85,541,1,30,48,18,0
22.96,27.8,0,614.6,28,1,50,20,18,0
92.86,44,3,41096.55,204,1,100,24,15,0
10.67,35.6,2,852.92,90,1,30,19,20,0
0,0,0,0,0,1,30,21,206,1
0,0,0,0,0,1,100,35,456,1
289.96,19,0,0,0,1,100,33,118,0
15.13,60.6,0,20166.3,31,1,1.24,18,0,0
55.46,73.8,0,29130.25,0,1,50,28,6,0
0,0,0,0,0,1,30,28,200,1
40.66,48.2,5,18611.76,42,1,50,31,31,0
104.77,107.9,3,28040.55,285,1,100,24,17,0
36.57,47.2,10,40152.64,11,1,50,27,15,0
88.03,19,0,0,0,1,100,27,22,0
4.39,60.7,1,19249.87,4,1,20,19,14,0
0,0,0,0,0,1,20,24,204,1
25.67,22.8,0,373.34,0,1,50,29,23,0
0,0,0,0,0,2,50,33,278,1
12.4,32.2,0,1820.57,0,1,50,26,39,0
0,0,0,0,0,2,5,21,203,1
42.5,47.5,0,45825.2,1,1,20,19,11,0
243.35,42.2,2,18825.42,53,1,5,39,54,0
15.07,34.2,110,1710.23,50,1,20,21,15,0
25.9,43,1,4425.9,248,1,30,28,13,0
10.73,59.4,94,17347.79,168,1,1,19,0,0
0,0,0,0,0,2,100,21,313,1
82.67,19.7,0,132.57,0,1,50,20,7,0
102.94,99.4,17,28532.13,515,1,100,22,13,0
28.24,61.2,1,489.65,526,1,50,51,27,0
26.84,52.2,7,3121.16,187,1,30,21,9,0
0,0,0,0,0,2,20,28,197,1
0,0,0,0,0,2,50,21,331,1
0,0,0,0,0,1,10,20,179,1
0,0,0,0,0,2,20,19,216,1
34.75,20.2,1,42.53,1,1,50,36,31,0
36.49,68.6,0,14086.11,333,1,30,20,5,0
4.9,0,0,0,0,1,10,19,7,0
7.77,0,0,0,0,2,20,25,108,1
0,0,0,0,0,2,30,30,226,1
0,0,0,0,0,2,30,36,218,1
0,0,0,0,0,2,50,30,265,1
0,0,0,0,0,2,30,29,232,1
53.8,52.3,0,6691.84,52,1,50,34,10,0
26,42.4,0,4112.15,167,1,30,21,16,0
31.4,56.9,54,20024.71,140,1,20,23,2,0
13.67,34.6,0,8951.38,0,1,10,23,3,0
0,0,0,0,0,2,5,45,189,1
0,0,0,0,0,1,10,30,177,1
37.6,40.1,0,7899.55,4,1,30,26,8,0
111.6,20.7,0,489.34,5,1,100,29,3,0
33.21,150,1,150330.59,3,1,50,20,14,0
0,0,0,0,0,2,50,29,453,1
403.35,20.1,0,986.14,9,1,50,34,127,0
36.37,74.6,0,27676.15,44,1,30,29,4,0
35.11,117.1,2,113963.99,0,1,30,29,5,0
13.75,21.2,0,6902.21,20,1,10,19,9,0
44.18,55,0,1924.43,0,1,50,28,13,0
20.81,53.9,1,23946.62,53,1,10,23,0,0
101.81,72.3,0,14115.41,210,1,50,20,5,0
46.91,27.2,0,345.61,12,1,30,22,5,0
0,0,0,0,0,2,50,24,282,1
0,0,0,0,0,1,20,34,176,1
102.31,27.6,2,108.27,22,1,100,37,12,0
0,0,0,0,0,2,5,25,215,1
0,0,0,0,0,1,10,19,179,1
0,0,0,0,0,1,20,23,240,1
40.01,19,0,0,0,1,20,23,10,0
0,0,0,0,0,1,50,24,206,1
0,0,0,0,0,2,2,20,213,1
